VARIABLE,REGION,INTERCONNECTION,FUEL,YEAR,VALUE
InterUndiscountedTradeCost,EL54,ITALY,GRLignite,2040,0.0
InterUndiscountedTradeCost,EL54,ITALY,GRLignite,2045,0.0
InterUndiscountedTradeCost,EL54,ITALY,GRLignite,2050,0.0
InterUndiscountedTradeCost,EL54,ITALY,GROil,2023,0.0
InterUndiscountedTradeCost,EL54,ITALY,GROil,2025,0.0
InterUndiscountedTradeCost,EL54,ITALY,GROil,2030,0.0
InterUndiscountedTradeCost,EL54,ITALY,GROil,2035,0.0
InterUndiscountedTradeCost,EL54,ITALY,GROil,2040,0.0
InterUndiscountedTradeCost,EL54,ITALY,GROil,2045,0.0
InterUndiscountedTradeCost,EL54,ITALY,GROil,2050,0.0
