REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
Greece,Chios,1,2040,1.66
Greece,Chios,1,2045,1.66
Greece,Chios,1,2050,1.66
Greece,CoalExtraction,1,2023,3.521270936
Greece,CoalExtraction,1,2025,2.959739358
Greece,CoalExtraction,1,2030,1.555910414
Greece,CoalExtraction,1,2035,1.364833696
Greece,CoalExtraction,1,2040,1.173756979
Greece,CoalExtraction,1,2045,1.119163631
Greece,CoalExtraction,1,2050,1.064570283
Greece,Edeseou,1,2023,0.09
Greece,Edeseou,1,2025,0.09
Greece,Edeseou,1,2030,0.09
Greece,Edeseou,1,2035,0.09
Greece,Edeseou,1,2040,0.09
Greece,Edeseou,1,2045,0.09
Greece,Edeseou,1,2050,0.09
Greece,Elec_Network,1,2023,2.83
Greece,Elec_Network,1,2025,2.83
Greece,Elec_Network,1,2030,2.83
Greece,Elec_Network,1,2035,2.83
Greece,Elec_Network,1,2040,2.83
Greece,Elec_Network,1,2045,2.83
Greece,Elec_Network,1,2050,2.83
Greece,ElectricityImports,1,2023,21.3
Greece,ElectricityImports,1,2025,21.3
Greece,ElectricityImports,1,2030,21.3
Greece,ElectricityImports,1,2035,21.3
Greece,ElectricityImports,1,2040,21.3
Greece,ElectricityImports,1,2045,21.3
Greece,ElectricityImports,1,2050,21.3
Greece,ELPEDISON,1,2023,0.69
Greece,ELPEDISON,1,2025,0.69
Greece,ELPEDISON,1,2030,0.69
Greece,ELPEDISON,1,2035,0.69
Greece,ELPEDISON,1,2040,0.69
Greece,ELPEDISON,1,2045,0.69
Greece,ELPEDISON,1,2050,0.69
Greece,Energ_Thesalonikis,1,2023,0.69
Greece,Energ_Thesalonikis,1,2025,0.69
Greece,Energ_Thesalonikis,1,2030,0.69
Greece,Energ_Thesalonikis,1,2035,0.69
Greece,Energ_Thesalonikis,1,2040,0.69
Greece,Energ_Thesalonikis,1,2045,0.69
Greece,Energ_Thesalonikis,1,2050,0.69
Greece,Gas_CCS,1,2023,5.000004
Greece,Gas_CCS,1,2025,5.000004
Greece,Gas_CCS,1,2030,5.000004
Greece,Gas_CCS,1,2035,5.000004
Greece,Gas_CCS,1,2040,5.000004
Greece,Gas_CCS,1,2045,5.000004
Greece,Gas_CCS,1,2050,5.000004
Greece,Geothermal_HI,1,2023,0.04
Greece,Geothermal_HI,1,2025,0.04
Greece,Geothermal_HI,1,2030,0.04
Greece,Geothermal_HI,1,2035,0.04
Greece,Geothermal_HI,1,2040,0.04
Greece,Geothermal_HI,1,2045,0.04
Greece,Geothermal_HI,1,2050,0.04
Greece,Geothermal_ME,1,2023,0.03
Greece,Geothermal_ME,1,2025,0.03
Greece,Geothermal_ME,1,2030,0.03
Greece,Geothermal_ME,1,2035,0.03
Greece,Geothermal_ME,1,2040,0.03
Greece,Geothermal_ME,1,2045,0.03
Greece,Geothermal_ME,1,2050,0.03
Greece,HydroStor,1,2023,0.09
Greece,HydroStor,1,2025,0.09
Greece,HydroStor,1,2030,0.09
Greece,HydroStor,1,2035,0.09
Greece,HydroStor,1,2040,0.09
Greece,HydroStor,1,2045,0.09
Greece,HydroStor,1,2050,0.09
Greece,Ilariona,1,2023,0.09
Greece,Ilariona,1,2025,0.09
Greece,Ilariona,1,2030,0.09
Greece,Ilariona,1,2035,0.09
Greece,Ilariona,1,2040,0.09
Greece,Ilariona,1,2045,0.09
Greece,Ilariona,1,2050,0.09
Greece,Iron_I,1,2023,0.69
Greece,Iron_I,1,2025,0.69
Greece,Iron_I,1,2030,0.69
Greece,Iron_I,1,2035,0.69
Greece,Iron_I,1,2040,0.69
Greece,Iron_I,1,2045,0.69
Greece,Iron_I,1,2050,0.69
Greece,Iron_II,1,2023,0.69
Greece,Iron_II,1,2025,0.69
Greece,Iron_II,1,2030,0.69
Greece,Iron_II,1,2035,0.69
Greece,Iron_II,1,2040,0.69
Greece,Iron_II,1,2045,0.69
Greece,Iron_II,1,2050,0.69
Greece,Iron_III,1,2023,0.69
Greece,Iron_III,1,2025,0.69
Greece,Iron_III,1,2030,0.69
Greece,Iron_III,1,2035,0.69
Greece,Iron_III,1,2040,0.69
Greece,Iron_III,1,2045,0.69
Greece,Iron_III,1,2050,0.69
Greece,IronII_CCGT,1,2023,0.69
Greece,IronII_CCGT,1,2025,0.69
Greece,IronII_CCGT,1,2030,0.69
Greece,IronII_CCGT,1,2035,0.69
Greece,IronII_CCGT,1,2040,0.69
Greece,IronII_CCGT,1,2045,0.69
Greece,IronII_CCGT,1,2050,0.69
Greece,Karpathos,1,2023,1.37
Greece,Karpathos,1,2025,1.37
Greece,Karpathos,1,2030,1.37
Greece,Karpathos,1,2035,1.37
Greece,Karpathos,1,2040,1.37
Greece,Karpathos,1,2045,1.37
Greece,Karpathos,1,2050,1.37
Greece,Kastrakiou,1,2023,0.09
Greece,Kastrakiou,1,2025,0.09
Greece,Kastrakiou,1,2030,0.09
Greece,Kastrakiou,1,2035,0.09
Greece,Kastrakiou,1,2040,0.09
Greece,Kastrakiou,1,2045,0.09
Greece,Kastrakiou,1,2050,0.09
Greece,KORINTHOS_POWER,1,2023,0.69
Greece,KORINTHOS_POWER,1,2025,0.69
Greece,KORINTHOS_POWER,1,2030,0.69
Greece,KORINTHOS_POWER,1,2035,0.69
Greece,KORINTHOS_POWER,1,2040,0.69
Greece,KORINTHOS_POWER,1,2045,0.69
Greece,KORINTHOS_POWER,1,2050,0.69
Greece,Kos_Kalymnos,1,2023,1.66
Greece,Kos_Kalymnos,1,2025,1.66
Greece,Kos_Kalymnos,1,2030,1.66
Greece,Kos_Kalymnos,1,2035,1.66
Greece,Kos_Kalymnos,1,2040,1.66
Greece,Kos_Kalymnos,1,2045,1.66
Greece,Kos_Kalymnos,1,2050,1.66
Greece,Kremaston,1,2023,0.09
Greece,Kremaston,1,2025,0.09
Greece,Kremaston,1,2030,0.09
Greece,Kremaston,1,2035,0.09
Greece,Kremaston,1,2040,0.09
Greece,Kremaston,1,2045,0.09
Greece,Kremaston,1,2050,0.09
Greece,Ladona,1,2023,0.09
Greece,Ladona,1,2025,0.09
Greece,Ladona,1,2030,0.09
Greece,Ladona,1,2035,0.09
Greece,Ladona,1,2040,0.09
Greece,Ladona,1,2045,0.09
Greece,Ladona,1,2050,0.09
Greece,Lemnos,1,2023,1.37
Greece,Lemnos,1,2025,1.37
Greece,Lemnos,1,2030,1.37
Greece,Lemnos,1,2035,1.37
Greece,Lemnos,1,2040,1.37
Greece,Lemnos,1,2045,1.37
Greece,Lemnos,1,2050,1.37
Greece,Lesvos,1,2023,1.66
Greece,Lesvos,1,2025,1.66
Greece,Lesvos,1,2030,1.66
Greece,Lesvos,1,2035,1.66
Greece,Lesvos,1,2040,1.66
Greece,Lesvos,1,2045,1.66
Greece,Lesvos,1,2050,1.66
Crete,Linoperamata,1,2023,1.66
Crete,Linoperamata,1,2025,1.66
Crete,Linoperamata,1,2030,1.66
Crete,Linoperamata,1,2035,1.66
Crete,Linoperamata,1,2040,1.66
Crete,Linoperamata,1,2045,1.66
Crete,Linoperamata,1,2050,1.66
Greece,Megalopolis_III,1,2023,0.33
Greece,Megalopolis_III,1,2025,0.33
Greece,Megalopolis_III,1,2030,0.33
Greece,Megalopolis_III,1,2035,0.33
Greece,Megalopolis_III,1,2040,0.33
Greece,Megalopolis_III,1,2045,0.33
Greece,Megalopolis_III,1,2050,0.33
Greece,Megalopolis_IV,1,2023,0.33
Greece,Megalopolis_IV,1,2025,0.33
Greece,Megalopolis_IV,1,2030,0.33
Greece,Megalopolis_IV,1,2035,0.33
Greece,Megalopolis_IV,1,2040,0.33
Greece,Megalopolis_IV,1,2045,0.33
Greece,Megalopolis_IV,1,2050,0.33
Greece,Melitis_I,1,2023,0.33
Greece,Melitis_I,1,2025,0.33
Greece,Melitis_I,1,2030,0.33
Greece,Melitis_I,1,2035,0.33
Greece,Melitis_I,1,2040,0.33
Greece,Melitis_I,1,2045,0.33
Greece,Melitis_I,1,2050,0.33
Greece,NGImports,1,2023,11.47136899
Greece,NGImports,1,2025,9.385665537
Greece,NGImports,1,2030,4.171406905
Greece,NGImports,1,2035,4.029199852
Greece,NGImports,1,2040,3.886992798
Greece,NGImports,1,2045,3.839590447
Greece,NGImports,1,2050,3.792188096
Greece,OCGT,1,2023,0.69
Greece,OCGT,1,2025,0.69
Greece,OCGT,1,2030,0.69
Greece,OCGT,1,2035,0.69
Greece,OCGT,1,2040,0.69
Greece,OCGT,1,2045,0.69
Greece,OCGT,1,2050,0.69
Greece,OffshoreWind,1,2023,0.12
Greece,OffshoreWind,1,2025,0.12
Greece,OffshoreWind,1,2030,0.12
Greece,OffshoreWind,1,2035,0.12
Greece,OffshoreWind,1,2040,0.12
Greece,OffshoreWind,1,2045,0.12
Greece,OffshoreWind,1,2050,0.12
Crete,OilImports,1,2023,13.39869282
Crete,OilImports,1,2025,11.53127919
Crete,OilImports,1,2030,6.862745104
Crete,OilImports,1,2035,5.882352946
Crete,OilImports,1,2040,4.901960788
Crete,OilImports,1,2045,4.493464056
Crete,OilImports,1,2050,4.084967324
Greece,Other_Aegean,1,2023,1.37
Greece,Other_Aegean,1,2025,1.37
Greece,Other_Aegean,1,2030,1.37
Greece,Other_Aegean,1,2035,1.37
Greece,Other_Aegean,1,2040,1.37
Greece,Other_Aegean,1,2045,1.37
Greece,Other_Aegean,1,2050,1.37
Greece,Other_Cyclades,1,2023,1.37
Greece,Other_Cyclades,1,2025,1.37
Greece,Other_Cyclades,1,2030,1.37
Greece,Other_Cyclades,1,2035,1.37
Greece,Other_Cyclades,1,2040,1.37
Greece,Other_Cyclades,1,2045,1.37
Greece,Other_Cyclades,1,2050,1.37
Greece,Pigwn_Aoou,1,2023,0.09
Greece,Pigwn_Aoou,1,2025,0.09
Greece,Pigwn_Aoou,1,2030,0.09
Greece,Pigwn_Aoou,1,2035,0.09
Greece,Pigwn_Aoou,1,2040,0.09
Greece,Pigwn_Aoou,1,2045,0.09
Greece,Pigwn_Aoou,1,2050,0.09
Greece,Plastira,1,2023,0.09
Greece,Plastira,1,2025,0.09
Greece,Plastira,1,2030,0.09
Greece,Plastira,1,2035,0.09
Greece,Plastira,1,2040,0.09
Greece,Plastira,1,2045,0.09
Greece,Plastira,1,2050,0.09
Greece,Platanovrisis,1,2023,0.09
Greece,Platanovrisis,1,2025,0.09
Greece,Platanovrisis,1,2030,0.09
Greece,Platanovrisis,1,2035,0.09
Greece,Platanovrisis,1,2040,0.09
Greece,Platanovrisis,1,2045,0.09
Greece,Platanovrisis,1,2050,0.09
Greece,Polifitou,1,2023,0.09
Greece,Polifitou,1,2025,0.09
Greece,Polifitou,1,2030,0.09
Greece,Polifitou,1,2035,0.09
Greece,Polifitou,1,2040,0.09
Greece,Polifitou,1,2045,0.09
Greece,Polifitou,1,2050,0.09
Greece,Pournarou_I,1,2023,0.09
Greece,Pournarou_I,1,2025,0.09
Greece,Pournarou_I,1,2030,0.09
Greece,Pournarou_I,1,2035,0.09
Greece,Pournarou_I,1,2040,0.09
Greece,Pournarou_I,1,2045,0.09
Greece,Pournarou_I,1,2050,0.09
Greece,Pournarou_II,1,2023,0.09
Greece,Pournarou_II,1,2025,0.09
Greece,Pournarou_II,1,2030,0.09
Greece,Pournarou_II,1,2035,0.09
Greece,Pournarou_II,1,2040,0.09
Greece,Pournarou_II,1,2045,0.09
Greece,Pournarou_II,1,2050,0.09
Greece,PROTERGIA_CC,1,2023,0.69
Greece,PROTERGIA_CC,1,2025,0.69
Greece,PROTERGIA_CC,1,2030,0.69
Greece,PROTERGIA_CC,1,2035,0.69
Greece,PROTERGIA_CC,1,2040,0.69
Greece,PROTERGIA_CC,1,2045,0.69
Greece,PROTERGIA_CC,1,2050,0.69
Greece,Ptolemaidas_V,1,2023,0.33
Greece,Ptolemaidas_V,1,2025,0.33
Greece,Ptolemaidas_V,1,2030,0.33
Greece,Ptolemaidas_V,1,2035,0.33
Greece,Ptolemaidas_V,1,2040,0.33
Greece,Ptolemaidas_V,1,2045,0.33
Greece,Ptolemaidas_V,1,2050,0.33
Greece,PV,1,2023,0.001
Greece,PV,1,2025,0.001
Greece,PV,1,2030,0.001
Greece,PV,1,2035,0.001
Greece,PV,1,2040,0.001
Greece,PV,1,2045,0.001
Greece,PV,1,2050,0.001
Greece,PV_Ex,1,2023,0.001
Greece,PV_Ex,1,2025,0.001
Greece,PV_Ex,1,2030,0.001
Greece,PV_Ex,1,2035,0.001
Greece,PV_Ex,1,2040,0.001
Greece,PV_Ex,1,2045,0.001
Greece,PV_Ex,1,2050,0.001
Greece,Rodos,1,2023,1.66
Greece,Rodos,1,2025,1.66
Greece,Rodos,1,2030,1.66
Greece,Rodos,1,2035,1.66
Greece,Rodos,1,2040,1.66
Greece,Rodos,1,2045,1.66
Greece,Rodos,1,2050,1.66
Greece,RooftopPV,1,2023,0.001
Greece,RooftopPV,1,2025,0.001
Greece,RooftopPV,1,2030,0.001
Greece,RooftopPV,1,2035,0.001
Greece,RooftopPV,1,2040,0.001
Greece,RooftopPV,1,2045,0.001
Greece,RooftopPV,1,2050,0.001
Greece,RooftopPV_Ex,1,2023,0.001
Greece,RooftopPV_Ex,1,2025,0.001
Greece,RooftopPV_Ex,1,2030,0.001
Greece,RooftopPV_Ex,1,2035,0.001
Greece,RooftopPV_Ex,1,2040,0.001
Greece,RooftopPV_Ex,1,2045,0.001
Greece,RooftopPV_Ex,1,2050,0.001
Greece,RoR,1,2023,0.001
Greece,RoR,1,2025,0.001
Greece,RoR,1,2030,0.001
Greece,RoR,1,2035,0.001
Greece,RoR,1,2040,0.001
Greece,RoR,1,2045,0.001
Greece,RoR,1,2050,0.001
Greece,RoR_Ex,1,2023,0.001
Greece,RoR_Ex,1,2025,0.001
Greece,RoR_Ex,1,2030,0.001
Greece,RoR_Ex,1,2035,0.001
Greece,RoR_Ex,1,2040,0.001
Greece,RoR_Ex,1,2045,0.001
Greece,RoR_Ex,1,2050,0.001
Greece,Samos,1,2023,1.37
Greece,Samos,1,2025,1.37
Greece,Samos,1,2030,1.37
Greece,Samos,1,2035,1.37
Greece,Samos,1,2040,1.37
Greece,Samos,1,2045,1.37
Greece,Samos,1,2050,1.37
Greece,Stratou_I,1,2023,0.09
Greece,Stratou_I,1,2025,0.09
Greece,Stratou_I,1,2030,0.09
Greece,Stratou_I,1,2035,0.09
Greece,Stratou_I,1,2040,0.09
Greece,Stratou_I,1,2045,0.09
Greece,Stratou_I,1,2050,0.09
Greece,Thira,1,2023,1.66
Greece,Thira,1,2025,1.66
Greece,Thira,1,2030,1.66
Greece,Thira,1,2035,1.66
Greece,Thira,1,2040,1.66
Greece,Thira,1,2045,1.66
Greece,Thira,1,2050,1.66
Greece,THIS_Ag.Nikolaos,1,2023,0.69
Greece,THIS_Ag.Nikolaos,1,2025,0.69
Greece,THIS_Ag.Nikolaos,1,2030,0.69
Greece,THIS_Ag.Nikolaos,1,2035,0.69
Greece,THIS_Ag.Nikolaos,1,2040,0.69
Greece,THIS_Ag.Nikolaos,1,2045,0.69
Greece,THIS_Ag.Nikolaos,1,2050,0.69
Greece,Wind,1,2023,0.05
Greece,Wind,1,2025,0.05
Greece,Wind,1,2030,0.05
Greece,Wind,1,2035,0.05
Greece,Wind,1,2040,0.05
Greece,Wind,1,2045,0.05
Greece,Wind,1,2050,0.05
Greece,Wind_Ex,1,2023,0.05
Greece,Wind_Ex,1,2025,0.05
Greece,Wind_Ex,1,2030,0.05
Greece,Wind_Ex,1,2035,0.05
Greece,Wind_Ex,1,2040,0.05
Greece,Wind_Ex,1,2045,0.05
Greece,Wind_Ex,1,2050,0.05
Crete,Xilokamara,1,2023,1.66
Crete,Xilokamara,1,2025,1.66
Crete,Xilokamara,1,2030,1.66
Crete,Xilokamara,1,2035,1.66
Crete,Xilokamara,1,2040,1.66
Crete,Xilokamara,1,2045,1.66
Crete,Xilokamara,1,2050,1.66
Crete,Elec_Network,1,2023,2.83
Crete,Elec_Network,1,2025,2.83
Crete,Elec_Network,1,2030,2.83
Crete,Elec_Network,1,2035,2.83
Crete,Elec_Network,1,2040,2.83
Crete,Elec_Network,1,2045,2.83
Crete,Elec_Network,1,2050,2.83
Crete,Wind,1,2023,0.05
Crete,Wind,1,2025,0.05
Crete,Wind,1,2030,0.05
Crete,Wind,1,2035,0.05
Crete,Wind,1,2040,0.05
Crete,Wind,1,2045,0.05
Crete,Wind,1,2050,0.05
Crete,Wind_Ex,1,2023,0.05
Crete,Wind_Ex,1,2025,0.05
Crete,Wind_Ex,1,2030,0.05
Crete,Wind_Ex,1,2035,0.05
Crete,Wind_Ex,1,2040,0.05
Crete,Wind_Ex,1,2045,0.05
Crete,Wind_Ex,1,2050,0.05
Crete,RooftopPV,1,2023,0.001
Crete,RooftopPV,1,2025,0.001
Crete,RooftopPV,1,2030,0.001
Crete,RooftopPV,1,2035,0.001
Crete,RooftopPV,1,2040,0.001
Crete,RooftopPV,1,2045,0.001
Crete,RooftopPV,1,2050,0.001
Crete,RooftopPV_Ex,1,2023,0.001
Crete,RooftopPV_Ex,1,2025,0.001
Crete,RooftopPV_Ex,1,2030,0.001
Crete,RooftopPV_Ex,1,2035,0.001
Crete,RooftopPV_Ex,1,2040,0.001
Crete,RooftopPV_Ex,1,2045,0.001
Crete,RooftopPV_Ex,1,2050,0.001
Crete,RoR,1,2023,0.001
Crete,RoR,1,2025,0.001
Crete,RoR,1,2030,0.001
Crete,RoR,1,2035,0.001
Crete,RoR,1,2040,0.001
Crete,RoR,1,2045,0.001
Crete,RoR,1,2050,0.001
Crete,RoR_Ex,1,2023,0.001
Crete,RoR_Ex,1,2025,0.001
Crete,RoR_Ex,1,2030,0.001
Crete,RoR_Ex,1,2035,0.001
Crete,RoR_Ex,1,2040,0.001
Crete,RoR_Ex,1,2045,0.001
Crete,RoR_Ex,1,2050,0.001
Crete,PV,1,2023,0.001
Crete,PV,1,2025,0.001
Crete,PV,1,2030,0.001
Crete,PV,1,2035,0.001
Crete,PV,1,2040,0.001
Crete,PV,1,2045,0.001
Crete,PV,1,2050,0.001
Crete,PV_Ex,1,2023,0.001
Crete,PV_Ex,1,2025,0.001
Crete,PV_Ex,1,2030,0.001
Crete,PV_Ex,1,2035,0.001
Crete,PV_Ex,1,2040,0.001
Crete,PV_Ex,1,2045,0.001
Crete,PV_Ex,1,2050,0.001
Crete,OffshoreWind,1,2023,0.12
Crete,OffshoreWind,1,2025,0.12
Crete,OffshoreWind,1,2030,0.12
Crete,OffshoreWind,1,2035,0.12
Crete,OffshoreWind,1,2040,0.12
Crete,OffshoreWind,1,2045,0.12
Crete,OffshoreWind,1,2050,0.12
